[4/3/22 06:58AM] Quiet used command ::claimdonation | Player rights = PLAYER	
[4/18/22 11:10PM] Quiet used command ::upgrade | Player rights = DEVELOPER	
[4/18/22 11:10PM] Quiet used command ::id dark full | Player rights = DEVELOPER	
[4/18/22 11:10PM] Quiet used command ::item 15005 1 | Player rights = DEVELOPER	
[4/18/22 11:11PM] Quiet used command ::item 14021 | Player rights = DEVELOPER	
[4/18/22 11:11PM] Quiet used command ::item 14022 | Player rights = DEVELOPER	
[4/18/22 11:11PM] Quiet used command ::Item 10638 | Player rights = DEVELOPER	
[4/18/22 11:19PM] Quiet used command ::item 22052 | Player rights = DEVELOPER	
[4/18/22 11:19PM] Quiet used command ::item 19944 | Player rights = DEVELOPER	
[4/18/22 11:20PM] Quiet used command ::item 15432 | Player rights = DEVELOPER	
[4/18/22 11:21PM] Quiet used command ::item 2178 | Player rights = DEVELOPER	
[4/18/22 11:23PM] Quiet used command ::item 15401 | Player rights = DEVELOPER	
[4/18/22 11:23PM] Quiet used command ::item 4413 | Player rights = DEVELOPER	
[4/18/22 11:23PM] Quiet used command ::item 4354 | Player rights = DEVELOPER	
[4/18/22 11:23PM] Quiet used command ::item 4353 | Player rights = DEVELOPER	
[4/18/22 11:24PM] Quiet used command ::item 4377 | Player rights = DEVELOPER	
[4/18/22 11:24PM] Quiet used command ::item 4407 | Player rights = DEVELOPER	
[4/18/22 11:24PM] Quiet used command ::item 4383 | Player rights = DEVELOPER	
[4/18/22 11:24PM] Quiet used command ::item 4317 | Player rights = DEVELOPER	
[4/18/22 11:24PM] Quiet used command ::item 22058 | Player rights = DEVELOPER	
[4/18/22 11:24PM] Quiet used command ::item 22059 | Player rights = DEVELOPER	
[4/18/22 11:25PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 11:25PM] Quiet used command ::item 20079 | Player rights = DEVELOPER	
[4/18/22 11:25PM] Quiet used command ::item 20081 | Player rights = DEVELOPER	
[4/18/22 11:25PM] Quiet used command ::BANK | Player rights = DEVELOPER	
[4/18/22 11:26PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 11:33PM] Quiet used command ::id box of r | Player rights = DEVELOPER	
[4/19/22 09:10AM] Quiet used command ::item 24030 | Player rights = DEVELOPER	
[4/19/22 09:12AM] Quiet used command ::item 24031 | Player rights = DEVELOPER	
[4/19/22 09:28AM] Quiet used command ::interface 120000 | Player rights = DEVELOPER	
[4/19/22 09:28AM] Quiet used command ::item 2012 | Player rights = DEVELOPER	
[4/19/22 09:28AM] Quiet used command ::item 15273 | Player rights = DEVELOPER	
[4/19/22 09:29AM] Quiet used command ::item 15272 | Player rights = DEVELOPER	
[4/19/22 09:29AM] Quiet used command ::item 3024 | Player rights = DEVELOPER	
[4/19/22 09:29AM] Quiet used command ::tele  2553 3715 | Player rights = DEVELOPER	
[4/19/22 09:29AM] Quiet used command ::tele 2553 3715 | Player rights = DEVELOPER	
[4/19/22 09:30AM] Quiet used command ::tele 2553 3715 | Player rights = DEVELOPER	
[4/19/22 09:30AM] Quiet used command ::Createparty | Player rights = DEVELOPER	
[4/19/22 09:30AM] Quiet used command ::id cleric s | Player rights = DEVELOPER	
[4/19/22 09:30AM] Quiet used command ::item 23145 | Player rights = DEVELOPER	
[4/19/22 09:31AM] Quiet used command ::item 23146 | Player rights = DEVELOPER	
[4/19/22 09:38AM] Quiet used command ::id aspect t | Player rights = DEVELOPER	
[4/19/22 09:40AM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/19/22 09:40AM] Quiet used command ::item 12855 | Player rights = DEVELOPER	
[4/19/22 09:40AM] Quiet used command ::item 15290 | Player rights = DEVELOPER	
[4/19/22 09:40AM] Quiet used command ::item 19116 | Player rights = DEVELOPER	
[4/19/22 09:40AM] Quiet used command ::item 19115 | Player rights = DEVELOPER	
[4/19/22 09:40AM] Quiet used command ::item 19114 | Player rights = DEVELOPER	
[4/19/22 09:40AM] Quiet used command ::item 18404 | Player rights = DEVELOPER	
[4/19/22 09:41AM] Quiet used command ::id raid key | Player rights = DEVELOPER	
[4/19/22 09:41AM] Quiet used command ::tele 2078 4450 | Player rights = DEVELOPER	
[4/19/22 09:41AM] Quiet used command ::tele 2078 4445 | Player rights = DEVELOPER	
[4/19/22 09:41AM] Quiet used command ::tele 2079 4437 | Player rights = DEVELOPER	
[4/19/22 09:41AM] Quiet used command ::tele 2080 4429 | Player rights = DEVELOPER	
[4/19/22 09:41AM] Quiet used command ::tele 2080 4425 | Player rights = DEVELOPER	
[4/19/22 09:41AM] Quiet used command ::id key | Player rights = DEVELOPER	
[4/19/22 09:42AM] Quiet used command ::item 788 | Player rights = DEVELOPER	
[4/19/22 09:48AM] Quiet used command ::item 10025 | Player rights = DEVELOPER	
[4/19/22 09:50AM] Quiet used command ::item 18404 1000 | Player rights = DEVELOPER	
[4/19/22 09:52AM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/19/22 09:53AM] Quiet used command ::id box of r | Player rights = DEVELOPER	
[4/19/22 09:53AM] Quiet used command ::item 23171 | Player rights = DEVELOPER	
[4/19/22 10:01AM] Quiet used command ::empty | Player rights = DEVELOPER	
[4/19/22 10:02AM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/19/22 10:03AM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/19/22 10:32AM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/19/22 10:33AM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/19/22 10:33AM] Quiet used command ::tele 2079 4438 | Player rights = DEVELOPER	
[4/19/22 10:33AM] Quiet used command ::tele 2078 4424 | Player rights = DEVELOPER	
[4/19/22 10:36AM] Quiet used command ::id cleric | Player rights = DEVELOPER	
[4/19/22 10:36AM] Quiet used command ::item 23145  | Player rights = DEVELOPER	
[4/19/22 10:38AM] Quiet used command ::item 21073 | Player rights = DEVELOPER	
[4/19/22 10:38AM] Quiet used command ::item 21072 | Player rights = DEVELOPER	
[4/19/22 10:38AM] Quiet used command ::item 23146 | Player rights = DEVELOPER	
[4/19/22 10:39AM] Quiet used command ::tele 2553 3708 | Player rights = DEVELOPER	
[4/19/22 10:39AM] Quiet used command ::tele 2548 3700 | Player rights = DEVELOPER	
[4/19/22 10:39AM] Quiet used command ::tele 2541 3693 | Player rights = DEVELOPER	
[4/19/22 10:39AM] Quiet used command ::tele 2534 3686 | Player rights = DEVELOPER	
[4/19/22 10:39AM] Quiet used command ::tele 2525 3681 | Player rights = DEVELOPER	
[4/19/22 10:39AM] Quiet used command ::tele 2518 3689 | Player rights = DEVELOPER	
[4/19/22 10:39AM] Quiet used command ::tele 2508 3696 | Player rights = DEVELOPER	
[4/19/22 10:39AM] Quiet used command ::tele 2496 3707 | Player rights = DEVELOPER	
[4/19/22 10:39AM] Quiet used command ::tele 2490 3704 | Player rights = DEVELOPER	
[4/19/22 10:39AM] Quiet used command ::tele 2496 3696 | Player rights = DEVELOPER	
[4/19/22 10:39AM] Quiet used command ::tele 2485 3700 | Player rights = DEVELOPER	
[4/19/22 10:39AM] Quiet used command ::tele 2477 3712 | Player rights = DEVELOPER	
[4/19/22 10:39AM] Quiet used command ::tele 2483 3709 | Player rights = DEVELOPER	
[4/19/22 10:39AM] Quiet used command ::tele 2467 3706 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2451 3703 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2441 3696 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2442 3691 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2447 3702 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2459 3700 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2471 3699 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2471 3699 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2481 3706 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2490 3704 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2491 3703 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2501 3701 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2511 3699 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2511 3699 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2516 3691 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2514 3690 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2519 3682 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2522 3672 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2517 3666 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2514 3658 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2509 3653 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2504 3643 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2506 3629 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2490 3619 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2491 3622 | Player rights = DEVELOPER	
[4/19/22 10:40AM] Quiet used command ::tele 2491 3615 | Player rights = DEVELOPER	
[4/19/22 10:42AM] Quiet used command ::tele 2553 3715 0 | Player rights = DEVELOPER	
[4/19/22 10:43AM] Quiet used command ::tele 2546 3726 | Player rights = DEVELOPER	
[4/19/22 10:43AM] Quiet used command ::tele 2538 3734 | Player rights = DEVELOPER	
[4/19/22 10:43AM] Quiet used command ::tele 2529 3738 | Player rights = DEVELOPER	
[4/19/22 10:43AM] Quiet used command ::tele 2544 3723 | Player rights = DEVELOPER	
[4/19/22 10:43AM] Quiet used command ::tele 2535 3728 | Player rights = DEVELOPER	
[4/19/22 10:43AM] Quiet used command ::tele 2540 3724 | Player rights = DEVELOPER	
[4/19/22 10:44AM] Quiet used command ::tele 2549 3724 | Player rights = DEVELOPER	
[4/19/22 10:44AM] Quiet used command ::tele 2543 3731 | Player rights = DEVELOPER	
[4/19/22 11:00AM] Quiet used command ::item 17714 | Player rights = DEVELOPER	
[4/19/22 11:00AM] Quiet used command ::item 17686 | Player rights = DEVELOPER	
[4/19/22 11:00AM] Quiet used command ::tele 2078 4439 | Player rights = DEVELOPER	
[4/19/22 11:01AM] Quiet used command ::tele 2078 4435 | Player rights = DEVELOPER	
[4/19/22 11:01AM] Quiet used command ::tele 2078 4431 | Player rights = DEVELOPER	
[4/19/22 11:01AM] Quiet used command ::item 15924 | Player rights = DEVELOPER	
[4/19/22 11:01AM] Quiet used command ::item 16023 | Player rights = DEVELOPER	
[4/19/22 11:01AM] Quiet used command ::item 15935 | Player rights = DEVELOPER	
[4/19/22 11:01AM] Quiet used command ::item 15888 | Player rights = DEVELOPER	
[4/19/22 11:01AM] Quiet used command ::item 15818 | Player rights = DEVELOPER	
[4/19/22 11:01AM] Quiet used command ::item 12994 | Player rights = DEVELOPER	
[4/19/22 11:02AM] Quiet used command ::item 16272 | Player rights = DEVELOPER	
[4/19/22 11:02AM] Quiet used command ::item 8809 | Player rights = DEVELOPER	
[4/19/22 11:02AM] Quiet used command ::item 8806 | Player rights = DEVELOPER	
[4/19/22 11:02AM] Quiet used command ::item 8807 | Player rights = DEVELOPER	
[4/19/22 11:02AM] Quiet used command ::item 8808 | Player rights = DEVELOPER	
[4/19/22 11:02AM] Quiet used command ::item 12284 | Player rights = DEVELOPER	
[4/19/22 11:02AM] Quiet used command ::item 15005 | Player rights = DEVELOPER	
[4/19/22 11:02AM] Quiet used command ::item 15006 | Player rights = DEVELOPER	
[4/19/22 11:02AM] Quiet used command ::item 15007 | Player rights = DEVELOPER	
[4/19/22 11:02AM] Quiet used command ::item 15008 | Player rights = DEVELOPER	
[4/19/22 11:02AM] Quiet used command ::item 15100 | Player rights = DEVELOPER	
[4/19/22 11:02AM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/19/22 11:03AM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/19/22 11:04AM] Quiet used command ::item 20549 | Player rights = DEVELOPER	
[4/19/22 11:04AM] Quiet used command ::item 8800 | Player rights = DEVELOPER	
[4/19/22 11:04AM] Quiet used command ::item 8802 | Player rights = DEVELOPER	
[4/19/22 11:04AM] Quiet used command ::item 17712 | Player rights = DEVELOPER	
[4/19/22 11:04AM] Quiet used command ::item 17638 | Player rights = DEVELOPER	
[4/19/22 11:04AM] Quiet used command ::item 17640 | Player rights = DEVELOPER	
[4/19/22 11:04AM] Quiet used command ::Item 15593 | Player rights = DEVELOPER	
[4/19/22 11:04AM] Quiet used command ::item 16140 | Player rights = DEVELOPER	
[4/19/22 11:05AM] Quiet used command ::id skikruu | Player rights = DEVELOPER	
[4/19/22 11:05AM] Quiet used command ::id shikruu | Player rights = DEVELOPER	
[4/19/22 11:05AM] Quiet used command ::item 8801 | Player rights = DEVELOPER	
[4/19/22 11:05AM] Quiet used command ::item 20549 | Player rights = DEVELOPER	
[4/19/22 11:05AM] Quiet used command ::item 8821 | Player rights = DEVELOPER	
[4/19/22 11:06AM] Quiet used command ::item 17712 | Player rights = DEVELOPER	
[4/19/22 11:06AM] Quiet used command ::item 20173 | Player rights = DEVELOPER	
[4/19/22 11:06AM] Quiet used command ::tele 2078 4444 | Player rights = DEVELOPER	
[4/19/22 11:06AM] Quiet used command ::tele 2078 4452 | Player rights = DEVELOPER	
[4/19/22 11:06AM] Quiet used command ::tele 2075 4459 | Player rights = DEVELOPER	
[4/19/22 11:06AM] Quiet used command ::tele 2073 4464 | Player rights = DEVELOPER	
[4/19/22 11:07AM] Quiet used command ::upgrade | Player rights = DEVELOPER	
[4/19/22 11:07AM] Quiet used command ::item 20542 | Player rights = DEVELOPER	
[4/19/22 11:07AM] Quiet used command ::item 13300 | Player rights = DEVELOPER	
[4/19/22 11:07AM] Quiet used command ::item 13301 | Player rights = DEVELOPER	
[4/19/22 11:07AM] Quiet used command ::item 13304 | Player rights = DEVELOPER	
[4/19/22 11:07AM] Quiet used command ::item 18683 | Player rights = DEVELOPER	
[4/19/22 11:07AM] Quiet used command ::item 15511 | Player rights = DEVELOPER	
[4/19/22 11:07AM] Quiet used command ::item 13306 | Player rights = DEVELOPER	
[4/19/22 11:07AM] Quiet used command ::item 18817 | Player rights = DEVELOPER	
[4/19/22 11:08AM] Quiet used command ::tele 2078 4471 | Player rights = DEVELOPER	
[4/19/22 11:08AM] Quiet used command ::tele 2082 4471 | Player rights = DEVELOPER	
[4/19/22 11:08AM] Quiet used command ::tele 2077 4460 | Player rights = DEVELOPER	
[4/19/22 11:08AM] Quiet used command ::item 13305 | Player rights = DEVELOPER	
[4/19/22 11:08AM] Quiet used command ::item 13302 | Player rights = DEVELOPER	
[4/19/22 11:08AM] Quiet used command ::item 15230 | Player rights = DEVELOPER	
[4/19/22 11:08AM] Quiet used command ::item 15231 | Player rights = DEVELOPER	
[4/19/22 11:08AM] Quiet used command ::itm 15232 | Player rights = DEVELOPER	
[4/19/22 11:08AM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/19/22 11:09AM] Quiet used command ::bank 15232 | Player rights = DEVELOPER	
[4/19/22 11:09AM] Quiet used command ::item 15232 | Player rights = DEVELOPER	
[4/19/22 11:09AM] Quiet used command ::item 15234 | Player rights = DEVELOPER	
[4/19/22 11:09AM] Quiet used command ::item 17662 | Player rights = DEVELOPER	
[4/19/22 11:09AM] Quiet used command ::item 15235 | Player rights = DEVELOPER	
[4/19/22 11:09AM] Quiet used command ::item 15236 | Player rights = DEVELOPER	
[4/19/22 11:09AM] Quiet used command ::item 21031 | Player rights = DEVELOPER	
[4/19/22 11:09AM] Quiet used command ::item 21033 | Player rights = DEVELOPER	
[4/19/22 11:09AM] Quiet used command ::item 21034 | Player rights = DEVELOPER	
[4/19/22 11:09AM] Quiet used command ::item 21035 | Player rights = DEVELOPER	
[4/19/22 11:09AM] Quiet used command ::item 13640 | Player rights = DEVELOPER	
[4/19/22 11:09AM] Quiet used command ::item 15448 | Player rights = DEVELOPER	
[4/19/22 11:09AM] Quiet used command ::item 21934 | Player rights = DEVELOPER	
[4/19/22 11:09AM] Quiet used command ::item 199134 | Player rights = DEVELOPER	
[4/19/22 11:09AM] Quiet used command ::item 19913 | Player rights = DEVELOPER	
[4/19/22 11:09AM] Quiet used command ::item 19918 | Player rights = DEVELOPER	
[4/19/22 11:09AM] Quiet used command ::item 13964 | Player rights = DEVELOPER	
[4/19/22 11:09AM] Quiet used command ::item 3107 | Player rights = DEVELOPER	
[4/19/22 11:10AM] Quiet used command ::item 15401 | Player rights = DEVELOPER	
[4/19/22 11:10AM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/19/22 11:11AM] Quiet used command ::id hades | Player rights = DEVELOPER	
[4/19/22 11:11AM] Quiet used command ::item 21032 | Player rights = DEVELOPER	
[4/19/22 11:11AM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/19/22 11:12AM] Quiet used command ::ugprade | Player rights = DEVELOPER	
[4/19/22 11:12AM] Quiet used command ::upgrade | Player rights = DEVELOPER	
[4/19/22 11:13AM] Quiet used command ::ugprade | Player rights = DEVELOPER	
[4/19/22 11:13AM] Quiet used command ::upgrade | Player rights = DEVELOPER	
[4/19/22 11:21AM] Quiet used command ::Item 676 | Player rights = DEVELOPER	
[4/19/22 11:21AM] Quiet used command ::tele 2078 4447 | Player rights = DEVELOPER	
[4/19/22 11:32AM] Quiet used command ::coords | Player rights = DEVELOPER	
[4/19/22 11:38AM] Quiet used command ::id cursed key | Player rights = DEVELOPER	
[4/19/22 11:39AM] Quiet used command ::tele 2077 4433 | Player rights = DEVELOPER	
[4/19/22 11:39AM] Quiet used command ::tele 2076 4425 | Player rights = DEVELOPER	
[4/19/22 11:42AM] Quiet used command ::id crystal k | Player rights = DEVELOPER	
[4/19/22 11:42AM] Quiet used command ::item 989 | Player rights = DEVELOPER	
[4/19/22 11:42AM] Quiet used command ::id raids ke | Player rights = DEVELOPER	
[4/19/22 11:42AM] Quiet used command ::id raids | Player rights = DEVELOPER	
[4/19/22 11:42AM] Quiet used command ::item 13591 | Player rights = DEVELOPER	
[4/19/22 11:43AM] Quiet used command ::item 23144 | Player rights = DEVELOPER	
[4/19/22 11:44AM] Quiet used command ::ugprade | Player rights = DEVELOPER	
[4/19/22 11:44AM] Quiet used command ::upgrade | Player rights = DEVELOPER	
[4/19/22 11:51AM] Quiet used command ::id cursed key | Player rights = DEVELOPER	
[4/19/22 11:51AM] Quiet used command ::item 21216 | Player rights = DEVELOPER	
[4/19/22 11:51AM] Quiet used command ::item 21215 | Player rights = DEVELOPER	
[4/19/22 11:51AM] Quiet used command ::item 21214 | Player rights = DEVELOPER	
[4/19/22 11:51AM] Quiet used command ::item 21213 | Player rights = DEVELOPER	
[4/19/22 11:51AM] Quiet used command ::object 16047 | Player rights = DEVELOPER	
[4/19/22 11:51AM] Quiet used command ::object 16135 | Player rights = DEVELOPER	
[4/19/22 11:52AM] Quiet used command ::id betrayed key | Player rights = DEVELOPER	
[4/19/22 11:52AM] Quiet used command ::item 21024 | Player rights = DEVELOPER	
[4/19/22 11:52AM] Quiet used command ::item 21204 | Player rights = DEVELOPER	
[4/19/22 11:52AM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/19/22 11:52AM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/19/22 11:57AM] Quiet used command ::tele 2549 3725 | Player rights = DEVELOPER	
[4/19/22 11:57AM] Quiet used command ::tele 2544 3737 | Player rights = DEVELOPER	
[4/19/22 11:57AM] Quiet used command ::tele 2542 3739 | Player rights = DEVELOPER	
[4/19/22 11:59AM] Quiet used command ::tele 2548 3719 | Player rights = DEVELOPER	
[4/19/22 11:59AM] Quiet used command ::tele 2543 3724 | Player rights = DEVELOPER	
[4/19/22 11:59AM] Quiet used command ::coords | Player rights = DEVELOPER	
[4/19/22 11:59AM] Quiet used command ::tele 2553 3715 1 | Player rights = DEVELOPER	
[4/19/22 11:59AM] Quiet used command ::tele 2552 3723 | Player rights = DEVELOPER	
[4/19/22 11:59AM] Quiet used command ::tele 2550 3734 | Player rights = DEVELOPER	
[4/19/22 11:59AM] Quiet used command ::tele 2547 3737 | Player rights = DEVELOPER	
[4/19/22 12:00PM] Quiet used command ::tele 2544 3738 | Player rights = DEVELOPER	
[4/19/22 12:00PM] Quiet used command ::tele 2543 3735 | Player rights = DEVELOPER	
[4/19/22 12:01PM] Quiet used command ::tele 2544 3722 | Player rights = DEVELOPER	
[4/19/22 12:01PM] Quiet used command ::tele 2543 3740 | Player rights = DEVELOPER	
[4/19/22 12:01PM] Quiet used command ::coords | Player rights = DEVELOPER	
[4/19/22 12:02PM] Quiet used command ::tele 2543 3742 | Player rights = DEVELOPER	
[4/19/22 12:02PM] Quiet used command ::coords | Player rights = DEVELOPER	
[4/19/22 12:02PM] Quiet used command ::tele 2545 3734 | Player rights = DEVELOPER	
[4/19/22 12:02PM] Quiet used command ::tele 2545 3729 | Player rights = DEVELOPER	
[4/19/22 12:02PM] Quiet used command ::tele 2546 3735 | Player rights = DEVELOPER	
[4/19/22 12:02PM] Quiet used command ::coords | Player rights = DEVELOPER	
[4/19/22 12:03PM] Quiet used command ::tele 2540 3746 | Player rights = DEVELOPER	
[4/19/22 12:03PM] Quiet used command ::tele 2539 3747 | Player rights = DEVELOPER	
[4/19/22 12:04PM] Quiet used command ::tele 2543 3742 | Player rights = DEVELOPER	
[4/19/22 12:07PM] Quiet used command ::tele 2544 3723 | Player rights = DEVELOPER	
[4/19/22 12:07PM] Quiet used command ::tele 2543 3721 | Player rights = DEVELOPER	
[4/19/22 12:07PM] Quiet used command ::tele 2534 3728 | Player rights = DEVELOPER	
[4/19/22 12:07PM] Quiet used command ::tele 2540 3738 | Player rights = DEVELOPER	
[4/19/22 12:12PM] Quiet used command ::createparty | Player rights = DEVELOPER	
[4/19/22 12:12PM] Quiet used command ::raidsparty | Player rights = DEVELOPER	
[4/19/22 12:12PM] Quiet used command ::tele 2546 3733 | Player rights = DEVELOPER	
[4/19/22 12:12PM] Quiet used command ::tele 2548 3736 | Player rights = DEVELOPER	
[4/19/22 12:12PM] Quiet used command ::tele 2549 3741 | Player rights = DEVELOPER	
[4/19/22 12:12PM] Quiet used command ::tele 2546 3745 | Player rights = DEVELOPER	
[4/19/22 12:12PM] Quiet used command ::tele 2545 3736 | Player rights = DEVELOPER	
[4/19/22 12:12PM] Quiet used command ::tele 2541 3730 | Player rights = DEVELOPER	
[4/19/22 12:12PM] Quiet used command ::tele 2537 3727 | Player rights = DEVELOPER	
[4/19/22 12:12PM] Quiet used command ::tele 2540 3731 | Player rights = DEVELOPER	
[4/19/22 12:12PM] Quiet used command ::tele 2540 3733 | Player rights = DEVELOPER	
[4/19/22 12:12PM] Quiet used command ::tele 2545 3733 | Player rights = DEVELOPER	
[4/19/22 12:12PM] Quiet used command ::tele 2551 3735 | Player rights = DEVELOPER	
[4/19/22 12:12PM] Quiet used command ::tele 2542 3739 | Player rights = DEVELOPER	
[4/19/22 12:12PM] Quiet used command ::tele 2541 3740 | Player rights = DEVELOPER	
[4/19/22 12:12PM] Quiet used command ::tele 2542 3740 | Player rights = DEVELOPER	
[4/19/22 12:29PM] Quiet used command ::object 2912 | Player rights = DEVELOPER	
[4/19/22 12:29PM] Quiet used command ::obj 2912 | Player rights = DEVELOPER	
[4/19/22 12:29PM] Quiet used command ::object 2912 | Player rights = DEVELOPER	
[4/19/22 12:29PM] Quiet used command ::object 167 | Player rights = DEVELOPER	
[4/19/22 12:29PM] Quiet used command ::coords | Player rights = DEVELOPER	
[4/19/22 12:34PM] Quiet used command ::Object 2398 | Player rights = DEVELOPER	
[4/19/22 01:27PM] Quiet used command ::item 21022 | Player rights = DEVELOPER	
[4/19/22 01:53PM] Quiet used command ::upgrade | Player rights = DEVELOPER	
[4/19/22 02:10PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/19/22 02:10PM] Quiet used command ::item 21020 | Player rights = DEVELOPER	
[4/19/22 02:10PM] Quiet used command ::item 21021 | Player rights = DEVELOPER	
[4/19/22 02:10PM] Quiet used command ::item 21022 | Player rights = DEVELOPER	
[4/19/22 02:11PM] Quiet used command ::item 17626 | Player rights = DEVELOPER	
[4/19/22 02:11PM] Quiet used command ::item 17628 | Player rights = DEVELOPER	
[4/19/22 02:11PM] Quiet used command ::item 17630 | Player rights = DEVELOPER	
[4/19/22 02:11PM] Quiet used command ::item 17614 | Player rights = DEVELOPER	
[4/19/22 02:11PM] Quiet used command ::item 17616 | Player rights = DEVELOPER	
[4/19/22 02:11PM] Quiet used command ::item 17618 | Player rights = DEVELOPER	
[4/19/22 02:12PM] Quiet used command ::item 17594 | Player rights = DEVELOPER	
[4/19/22 02:12PM] Quiet used command ::item 14596 | Player rights = DEVELOPER	
[4/19/22 02:12PM] Quiet used command ::item 17596 | Player rights = DEVELOPER	
[4/19/22 02:12PM] Quiet used command ::item 17598 | Player rights = DEVELOPER	
[4/19/22 02:56PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/20/22 03:41PM] Quiet used command ::tele 2077 4450 | Player rights = DEVELOPER	
[4/20/22 03:41PM] Quiet used command ::tele 2068 4445 | Player rights = DEVELOPER	
[4/20/22 03:42PM] Quiet used command ::id destruction | Player rights = DEVELOPER	
[4/20/22 03:42PM] Quiet used command ::item 23167 | Player rights = DEVELOPER	
[4/20/22 03:43PM] Quiet used command ::id dag | Player rights = DEVELOPER	
[4/20/22 03:43PM] Quiet used command ::id dagg | Player rights = DEVELOPER	
[4/20/22 03:43PM] Quiet used command ::id bones | Player rights = DEVELOPER	
[4/20/22 03:44PM] Quiet used command ::item 6729 | Player rights = DEVELOPER	
[4/20/22 03:57PM] Quiet used command ::coords | Player rights = DEVELOPER	
[4/20/22 03:58PM] Quiet used command ::coords | Player rights = DEVELOPER	
[4/20/22 04:01PM] Quiet used command ::coords | Player rights = DEVELOPER	
[4/20/22 04:04PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/20/22 04:11PM] Quiet used command ::possible | Player rights = DEVELOPER	
[4/20/22 04:11PM] Quiet used command ::loot | Player rights = DEVELOPER	
[4/20/22 04:12PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/20/22 04:14PM] Quiet used command ::coords | Player rights = DEVELOPER	
[4/20/22 04:14PM] Quiet used command ::coords | Player rights = DEVELOPER	
[4/20/22 04:15PM] Quiet used command ::id cursed helm | Player rights = DEVELOPER	
[4/20/22 04:15PM] Quiet used command ::id curseed | Player rights = DEVELOPER	
[4/20/22 04:15PM] Quiet used command ::item 20086 | Player rights = DEVELOPER	
[4/20/22 04:15PM] Quiet used command ::id cursed | Player rights = DEVELOPER	
[4/20/22 04:16PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/20/22 04:17PM] Quiet used command ::id cursed key | Player rights = DEVELOPER	
[4/20/22 04:17PM] Quiet used command ::id cursed | Player rights = DEVELOPER	
[4/20/22 04:18PM] Quiet used command ::item 20100 | Player rights = DEVELOPER	
[4/20/22 04:18PM] Quiet used command ::item 20099 | Player rights = DEVELOPER	
[4/20/22 04:18PM] Quiet used command ::item 20098 | Player rights = DEVELOPER	
[4/20/22 04:18PM] Quiet used command ::item 20093 | Player rights = DEVELOPER	
[4/20/22 04:18PM] Quiet used command ::item 20092 | Player rights = DEVELOPER	
[4/20/22 04:18PM] Quiet used command ::item 20091 | Player rights = DEVELOPER	
